song_id,song_name,artist,genre,p_emotion,energy_level,tempo_category,language,s_emotion_1,s_emotion_2,s_emotion_3,is_explicit,spotify_uri
178,bam bam,Calm,hip-hop,exhaustion,medium,low,hindi,win,determination,,explicit,spotify:track:2z8TLw69oLztQ2iB4i0b7b
179,Roots,Calm,hip-hop,win,medium,high,hindi,determination,manifesting,confidence,explicit,spotify:track:2LDsJ10n9fUcagEJkPvpoF
180,Apology,Aleemrk,hip-hop,hurt,medium,medium,hindi,failure,sadness,healing,non_explicit,spotify:track:5bCsUQ7BryZTzNDKb9xBy8
181,Aziyat 2.0,Pratsofficial,indie,heartbreak,low,medium,hindi,love,manifesting,,non_explicit,spotify:track:3fwyItGexa88kR8j76dIqv
182,Alag aasmaan,Anuv Jain,indie,love,low,low,hindi,healing,happiness,calm,non_explicit,spotify:track:74kCarkFBzXYXNkkYJIsG0
183,4 Guna,Manikk,hip-hop,rage,high,medium,hindi,rebellion,self_respect,betrayal,explicit,spotify:track:7ko3kstmksM7XOVPvIuKwv
184,Kab tak,Jokhay,hip-hop,rebellion,medium,medium,hindi,rage,exhaustion,,explicit,spotify:track:7bu8qrmyzKhsJKvpeUL4KY
185,Kabhi kabhi,Aleemrk,hip-hop,rebellion,medium,low,hindi,self_respect,hurt,,non_explicit,spotify:track:3rsw2MquJq8YGn2W81NVFl
186,hasrat,Aleemrk,hip-hop,hurt,low,low,hindi,self_respect,exhaustion,betrayal,non_explicit,spotify:track:4zQXL1UFElCCnDnGilDH0O
187,KYU MEIN AISA,Fing,hip-hop,self_respect,high,high,hindi,introspection,confidence_boost,healing,non_explicit,spotify:track:2wMtzf6lcdlmSHtOX6ITdq
188,Maqaam,superdupersultan,hip-hop,motivation,medium,medium,hindi,healing,betrayal,,non_explicit,spotify:track:6QmRfpU8X7eplQQ3S7HYn2
189,Mein bas kehna chahta hu,Bella,hip-hop,hurt,medium,high,hindi,introspection,self_respect,determination,non_explicit,spotify:track:7sXiBD5mnxNqkSulqJkawa
190,Muskura,Jtrix,hip-hop,confidence,medium,medium,hindi,motivation,self_respect,manifesting,non_explicit,spotify:track:0jCNDq4UHd80uQTphVTfXN
191,Never back down,Raftaar,hip-hop,motivation,medium,high,hindi,rage,failure,determination,non_explicit,spotify:track:1wQsJ18k8zNL8DixnLWbsG
192,Raat din,Aleemrk,hip-hop,motivation,medium,low,hindi,rage,failure,determination,non_explicit,spotify:track:4oCWmokDgQhKkwZxDM9HeO
193,Sharaab,Jtrix,hip-hop,win,medium,medium,hindi,confidence,motivation,celebration,non_explicit,spotify:track:1VuwlZvAlSD3dg29a8v0kh
194,Soch,MC Altaf,hip-hop,introspection,medium,high,hindi,determination,self_respect,,explicit,spotify:track:38F8BE500Tybqd3jrzp5Av
195,Vardaan,Ajey Nagar,hip-hop,motivation,medium,medium,hindi,determination,confidence_boost,hope,non_explicit,spotify:track:0MRg2bzlVhGQTi4ecu792k
196,Warrior,Ajey Nagar,hip-hop,rage,high,high,hindi,hype,self_respect,betrayal,non_explicit,spotify:track:7DPJIXfwTbLqX8LzncJrsn
197,Wishlist,Dino James,hip-hop,manifesting,medium,medium,hindi,determination,healing,happiness,non_explicit,spotify:track:39m83gjG1lNr7Un0dJndFw
198,OG,Kr$na,hip-hop,introspection,medium,low,hindi,hurt,healing,,explicit,spotify:track:2KNCIEhuUkOU8cAx7byG6C
199,Cold hours,Aleemrk,hip-hop,exhaustion,low,low,hindi,hurt,stress,failure,non_explicit,spotify:track:2uThc9fZx2BEL3t6uuRMO1
200,Baatein,Ravator,hip-hop,betrayal,medium,medium,hindi,hurt,rage,rebellion,explicit,spotify:track:7nGNS7I4KBv8viRUrrB0X9
201,Shor Sharaba,Ravator,hip-hop,exhaustion,medium,medium,hindi,rebellion,stress,melancholy,explicit,spotify:track:6wKKcAUaLYDy7bN1uFD0E5
202,Khaas hai,Jtrix,hip-hop,confidence,high,high,hindi,rage,hype,win,non_explicit,spotify:track:7pYQZwJogqgfJYYXwLliIu
203,Still standing,Kr$na,hip-hop,win,high,medium,hindi,rebellion,hype,confidence_boost,explicit,spotify:track:2JQI6C3UCEIr7SF23ar3qy
204,Tough love,Fotty Seven,hip-hop,introspection,medium,medium,hindi,rage,failure,exhaustion,non_explicit,spotify:track:0sU7YqHNBucJ7IiA0bakiQ
205,IICONIC,King,hip-hop,determination,medium,medium,hindi,rage,stress,manifesting,explicit,spotify:track:0OcGUbXfqFFiOGKYIZJBHw
206,Duniya makkar,Karma,hip-hop,betrayal,low,low,hindi,rebellion,stress,self_respect,explicit,spotify:track:78C9fInl0QUYAQBsEenYVC
207,Asli hero,Wicked Sunny,hip-hop,exhaustion,low,medium,hindi,rage,stress,confidence_boost,non_explicit,spotify:track:2AxFfa8Bi1rLbEUevDuUzx
208,Why,Bassick,hip-hop,rebellion,high,high,hindi,introspection,hype,rage,non_explicit,spotify:track:4JBrPKTuDU8sM270hZDXfJ
209,Middle class boy,Roshhh,hip-hop,exhaustion,low,low,hindi,stress,rage,failure,non_explicit,spotify:track:6ctLb69KsPvzR9Ya0iudDp
210,Meri tarah,Akhil Redhu,hip-hop,failure,low,low,hindi,introspection,healing,rebellion,non_explicit,spotify:track:3v3pj2lVnwxpwEUjlR8LY0
211,Yaqeen,Shen B,hip-hop,determination,low,low,hindi,hurt,healing,,non_explicit,spotify:track:37A13iJFdUKbasfxZZa2Fc
